age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
31,blue-collar,single,university.degree,no,no,no,cellular,jul,fri,35,3,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
25,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,114,2,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
58,blue-collar,married,basic.4y,no,yes,no,telephone,jul,thu,48,6,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
33,self-employed,married,university.degree,no,no,no,telephone,may,tue,367,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191
49,blue-collar,divorced,basic.6y,no,no,no,cellular,nov,wed,55,1,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
52,services,married,university.degree,no,no,no,telephone,jun,mon,119,1,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
26,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,45,2,2,failure,-1.8,92.893,-46.2,1.334,5099.1
43,technician,married,university.degree,no,yes,no,cellular,aug,mon,134,4,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
26,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,149,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
34,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,162,1,1,failure,-1.8,92.893,-46.2,1.344,5099.1
24,services,single,high.school,no,no,no,telephone,may,mon,401,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191
33,self-employed,single,university.degree,no,no,no,telephone,may,fri,92,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191
32,admin.,divorced,university.degree,no,yes,no,cellular,jul,thu,668,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
26,admin.,single,university.degree,no,no,no,telephone,jul,wed,342,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
56,retired,married,basic.4y,no,no,no,telephone,may,wed,88,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,21,9,0,nonexistent,1.1,93.994,-36.4,4.855,5191
37,admin.,married,high.school,no,yes,no,telephone,nov,fri,136,1,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5
22,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,mon,848,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
50,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,128,6,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
34,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,606,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191
35,technician,single,university.degree,no,yes,no,cellular,may,mon,271,2,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
25,admin.,married,high.school,no,no,no,cellular,jul,wed,95,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39,blue-collar,single,basic.4y,no,no,no,cellular,may,thu,93,1,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
52,technician,married,professional.course,no,yes,yes,cellular,sep,mon,211,1,1,failure,-3.4,92.379,-29.8,0.797,5017.5
48,technician,married,university.degree,no,no,no,cellular,aug,fri,239,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
30,technician,single,professional.course,no,yes,no,cellular,aug,wed,178,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
32,management,married,high.school,no,no,no,telephone,jun,tue,206,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
52,unemployed,married,university.degree,no,no,no,cellular,nov,fri,115,1,1,failure,-0.1,93.2,-42,4.021,5195.8
44,blue-collar,single,professional.course,no,no,no,cellular,oct,tue,123,2,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5
29,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,254,3,1,success,-2.9,92.201,-31.4,0.873,5076.2
41,admin.,married,university.degree,no,no,no,cellular,aug,wed,85,5,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
26,technician,married,high.school,no,yes,no,telephone,may,fri,305,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191
32,admin.,single,university.degree,no,yes,no,cellular,aug,fri,233,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,191,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
23,blue-collar,single,professional.course,no,yes,no,cellular,may,fri,136,3,1,failure,-1.8,92.893,-46.2,1.25,5099.1
50,technician,married,professional.course,no,yes,no,telephone,may,fri,855,2,0,nonexistent,1.1,93.994,-36.4,4.864,5191
29,admin.,married,university.degree,no,yes,no,cellular,may,mon,565,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
31,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,140,3,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
48,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,248,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
24,technician,divorced,professional.course,no,no,no,cellular,apr,fri,332,1,1,failure,-1.8,93.075,-47.1,1.405,5099.1
35,technician,married,high.school,no,no,no,telephone,may,wed,208,3,0,nonexistent,1.1,93.994,-36.4,4.858,5191
37,admin.,married,high.school,no,no,no,cellular,may,mon,14,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
33,admin.,married,university.degree,no,yes,no,cellular,aug,tue,118,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
58,management,married,university.degree,no,no,no,cellular,aug,mon,164,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
54,retired,married,basic.9y,no,yes,no,cellular,jul,thu,148,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
54,technician,married,professional.course,no,yes,no,cellular,nov,tue,149,2,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
39,technician,single,professional.course,no,no,no,cellular,aug,mon,71,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
34,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,fri,204,5,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
30,admin.,single,high.school,no,no,no,cellular,aug,fri,72,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
59,retired,married,professional.course,no,yes,no,telephone,jun,tue,77,8,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
25,admin.,married,high.school,no,no,no,telephone,may,fri,498,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191
47,admin.,divorced,high.school,no,yes,no,cellular,sep,tue,159,1,1,failure,-3.4,92.379,-29.8,0.755,5017.5
32,admin.,married,university.degree,no,no,yes,cellular,aug,tue,301,3,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
30,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,338,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
24,technician,single,university.degree,no,no,no,cellular,oct,wed,197,1,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5
58,entrepreneur,married,high.school,no,no,no,cellular,sep,mon,145,1,2,failure,-1.1,94.199,-37.5,0.882,4963.6
44,management,married,university.degree,no,no,no,telephone,may,wed,158,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191
36,admin.,married,university.degree,no,yes,yes,cellular,sep,tue,28,2,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5
33,self-employed,divorced,basic.9y,no,yes,no,telephone,may,tue,355,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
31,blue-collar,single,high.school,no,no,no,cellular,jul,mon,42,6,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
35,management,married,university.degree,no,yes,no,cellular,aug,thu,108,4,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
29,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,202,2,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
58,management,married,university.degree,no,yes,no,cellular,jul,mon,260,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
43,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,269,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,fri,215,3,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
36,technician,single,professional.course,no,no,no,cellular,jul,thu,54,4,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
56,retired,married,professional.course,no,no,no,cellular,aug,tue,139,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
32,admin.,married,university.degree,no,no,no,telephone,may,thu,99,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191
48,blue-collar,married,basic.9y,no,yes,no,telephone,aug,fri,67,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
31,technician,married,university.degree,no,no,no,telephone,nov,mon,57,4,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5
41,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,234,1,2,failure,-1.8,92.893,-46.2,1.344,5099.1
51,management,married,university.degree,no,yes,no,cellular,aug,thu,386,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
26,admin.,single,high.school,no,no,no,telephone,may,fri,619,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191
34,admin.,single,university.degree,no,no,no,cellular,sep,fri,260,3,2,success,-3.4,92.379,-29.8,0.773,5017.5
26,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,71,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
39,technician,married,high.school,no,no,no,cellular,aug,mon,225,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
52,retired,divorced,professional.course,no,no,no,cellular,jul,tue,867,2,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
57,self-employed,married,university.degree,no,no,yes,cellular,jul,thu,1441,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
38,housemaid,married,university.degree,no,no,no,telephone,jun,mon,100,5,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
31,admin.,married,high.school,no,no,no,cellular,may,thu,172,2,1,failure,-1.8,92.893,-46.2,1.266,5099.1
32,admin.,married,high.school,no,yes,no,cellular,jul,wed,154,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
31,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,97,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191
32,entrepreneur,married,high.school,no,yes,no,cellular,nov,thu,356,1,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
44,admin.,married,university.degree,no,yes,no,telephone,jun,thu,351,1,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
44,management,married,basic.6y,no,yes,yes,cellular,mar,thu,218,1,0,nonexistent,-1.8,92.843,-50,1.757,5099.1
39,admin.,married,high.school,no,no,no,cellular,nov,wed,138,1,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
38,technician,married,professional.course,no,yes,yes,cellular,mar,thu,63,2,0,nonexistent,-1.8,92.843,-50,1.757,5099.1
49,management,divorced,university.degree,no,yes,yes,cellular,aug,tue,138,1,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2
51,admin.,married,university.degree,no,no,no,telephone,jun,mon,295,3,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2
55,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,303,2,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
49,technician,divorced,high.school,no,yes,no,cellular,jul,thu,1171,1,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
29,blue-collar,single,high.school,no,yes,yes,cellular,may,wed,146,1,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
49,technician,married,professional.course,no,no,no,telephone,jun,thu,77,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39,blue-collar,married,basic.9y,no,no,no,telephone,nov,thu,281,2,1,failure,-0.1,93.2,-42,4.076,5195.8
30,services,single,high.school,no,no,no,cellular,may,mon,111,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
37,technician,single,professional.course,no,yes,no,cellular,nov,fri,347,1,1,failure,-0.1,93.2,-42,4.021,5195.8
54,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,50,1,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
35,technician,married,university.degree,no,no,no,cellular,aug,fri,224,3,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2
41,technician,single,professional.course,no,yes,no,cellular,may,tue,175,2,1,failure,-1.8,92.893,-46.2,1.291,5099.1
31,technician,married,professional.course,no,no,no,telephone,may,fri,258,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191
30,admin.,married,university.degree,no,no,no,cellular,aug,mon,514,7,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
43,technician,married,professional.course,no,yes,no,cellular,nov,tue,166,3,1,failure,-0.1,93.2,-42,4.153,5195.8
31,blue-collar,married,professional.course,no,no,no,telephone,jun,tue,70,8,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
33,admin.,single,university.degree,no,yes,no,telephone,oct,thu,166,3,2,success,-3.4,92.431,-26.9,0.74,5017.5
30,management,divorced,university.degree,no,no,yes,telephone,may,fri,164,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191
47,admin.,single,university.degree,no,no,no,cellular,aug,thu,429,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
32,services,married,professional.course,no,yes,no,cellular,may,tue,146,3,1,failure,-1.8,92.893,-46.2,1.291,5099.1
41,technician,married,high.school,no,yes,no,telephone,jun,fri,145,24,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
60,blue-collar,married,professional.course,no,no,no,telephone,may,tue,59,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191
42,services,married,high.school,no,yes,no,cellular,apr,mon,274,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
39,services,married,high.school,no,yes,no,cellular,may,thu,328,2,3,success,-1.8,93.876,-40,0.683,5008.7
29,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,108,4,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
40,blue-collar,single,professional.course,no,yes,no,cellular,jul,thu,498,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
30,services,married,high.school,no,no,no,telephone,may,fri,147,2,0,nonexistent,1.1,93.994,-36.4,4.864,5191
38,admin.,married,high.school,no,no,no,cellular,may,wed,275,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
37,admin.,married,high.school,no,no,no,telephone,may,tue,316,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191
26,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,200,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
37,management,married,university.degree,no,no,no,telephone,jun,thu,288,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
44,technician,married,high.school,no,yes,yes,cellular,aug,fri,390,2,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
46,admin.,married,high.school,no,no,no,cellular,may,fri,318,2,1,failure,-1.8,92.893,-46.2,1.313,5099.1
59,admin.,married,university.degree,no,no,no,telephone,oct,tue,85,1,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8
52,services,married,high.school,no,yes,no,cellular,aug,tue,607,5,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
40,technician,divorced,professional.course,no,no,no,cellular,aug,tue,279,4,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
44,services,married,high.school,no,yes,no,telephone,jun,fri,40,3,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
35,management,married,university.degree,no,yes,no,cellular,nov,mon,121,1,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
33,technician,married,professional.course,no,no,no,cellular,aug,fri,335,3,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
38,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,130,2,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
53,entrepreneur,married,basic.4y,no,yes,yes,cellular,apr,tue,398,2,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7
56,unemployed,divorced,high.school,no,yes,no,telephone,may,wed,267,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191
48,blue-collar,married,high.school,no,yes,no,cellular,aug,wed,128,6,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
45,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,800,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
48,management,married,university.degree,no,yes,no,cellular,oct,wed,294,1,1,failure,-3.4,92.431,-26.9,0.74,5017.5
62,admin.,married,high.school,no,no,no,telephone,mar,mon,163,2,0,nonexistent,-1.8,92.843,-50,1.52,5099.1
24,services,single,high.school,no,no,no,cellular,jul,thu,1150,3,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
33,admin.,single,high.school,no,no,no,cellular,oct,mon,87,1,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5
49,technician,divorced,professional.course,no,yes,no,cellular,mar,tue,361,2,1,failure,-1.8,93.369,-34.8,0.635,5008.7
54,housemaid,married,professional.course,no,no,no,telephone,oct,mon,187,2,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5
57,technician,divorced,university.degree,no,no,yes,telephone,jun,tue,187,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
31,admin.,single,high.school,no,no,no,cellular,nov,fri,89,1,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
51,admin.,married,university.degree,no,yes,no,cellular,jul,thu,147,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
50,technician,single,university.degree,no,yes,no,telephone,apr,fri,634,1,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7
30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,83,1,2,failure,-2.9,92.201,-31.4,0.881,5076.2
30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,245,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46,admin.,divorced,high.school,no,yes,no,cellular,jun,mon,372,1,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
48,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,984,4,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
31,entrepreneur,single,university.degree,no,no,no,cellular,nov,thu,1855,3,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
40,technician,married,university.degree,no,yes,yes,cellular,may,fri,133,2,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
42,technician,married,professional.course,no,no,no,cellular,may,mon,377,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1
57,admin.,divorced,university.degree,no,no,no,telephone,nov,wed,5,1,0,nonexistent,-0.1,93.2,-42,4.663,5195.8
36,technician,married,university.degree,no,yes,yes,cellular,may,mon,101,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1
53,services,married,high.school,no,no,no,telephone,may,wed,429,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191
58,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,83,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
35,admin.,single,university.degree,no,yes,no,cellular,may,thu,143,1,1,failure,-1.8,92.893,-46.2,1.266,5099.1
41,admin.,married,basic.6y,no,no,no,cellular,apr,fri,1203,2,1,failure,-1.8,93.075,-47.1,1.479,5099.1
30,technician,single,professional.course,no,yes,no,cellular,aug,wed,129,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
37,services,single,high.school,no,yes,no,telephone,may,tue,227,9,0,nonexistent,1.1,93.994,-36.4,4.856,5191
53,services,married,basic.9y,no,yes,no,telephone,jul,tue,723,2,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1
28,admin.,single,university.degree,no,yes,no,cellular,may,fri,119,4,1,failure,-1.8,92.893,-46.2,1.25,5099.1
29,entrepreneur,single,university.degree,no,no,no,telephone,jun,wed,347,1,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
44,admin.,married,university.degree,no,yes,no,cellular,nov,fri,358,4,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
56,retired,married,high.school,no,yes,yes,cellular,jul,fri,308,2,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2
31,services,single,high.school,no,no,no,cellular,jul,thu,16,35,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
40,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,128,3,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
47,blue-collar,married,high.school,no,yes,yes,telephone,may,fri,72,6,1,success,-1.8,92.893,-46.2,1.313,5099.1
37,management,single,university.degree,no,no,no,cellular,may,tue,107,1,1,failure,-1.8,92.893,-46.2,1.344,5099.1
57,retired,married,university.degree,no,yes,no,telephone,may,tue,768,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
37,blue-collar,single,professional.course,no,no,no,cellular,aug,wed,94,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
34,admin.,single,university.degree,no,no,yes,cellular,aug,fri,78,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
43,services,married,high.school,no,no,yes,telephone,may,tue,262,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191
49,admin.,married,university.degree,no,no,no,cellular,nov,tue,163,1,1,failure,-0.1,93.2,-42,4.153,5195.8
25,admin.,single,high.school,no,yes,no,telephone,jun,wed,54,3,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
38,services,married,high.school,no,no,yes,cellular,jul,thu,74,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
40,unemployed,divorced,high.school,no,no,yes,telephone,jun,thu,257,1,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
31,technician,single,university.degree,no,no,no,cellular,nov,tue,259,1,1,failure,-0.1,93.2,-42,4.153,5195.8
29,technician,married,professional.course,no,no,no,telephone,may,tue,64,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191
57,admin.,married,university.degree,no,yes,no,cellular,jul,thu,73,10,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
38,management,married,university.degree,no,no,no,cellular,may,fri,525,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
48,admin.,single,university.degree,no,yes,no,cellular,nov,wed,210,2,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
32,admin.,single,university.degree,no,no,no,cellular,aug,wed,823,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
30,self-employed,married,university.degree,no,yes,no,telephone,sep,mon,103,2,0,nonexistent,-3.4,92.379,-29.8,0.771,5017.5
34,services,divorced,high.school,no,no,no,cellular,may,fri,66,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
60,blue-collar,married,basic.4y,no,yes,no,cellular,nov,tue,347,2,1,success,-1.1,94.767,-50.8,1.035,4963.6
37,technician,married,professional.course,no,no,no,telephone,jun,thu,96,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
47,technician,divorced,high.school,no,yes,no,cellular,aug,wed,56,5,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
28,admin.,married,university.degree,no,yes,no,cellular,aug,mon,226,3,1,failure,-1.7,94.027,-38.3,0.898,4991.6
33,admin.,married,university.degree,no,yes,no,cellular,may,tue,165,1,1,failure,-1.8,92.893,-46.2,1.266,5099.1
36,technician,married,professional.course,no,no,no,telephone,jun,wed,183,9,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
31,self-employed,married,university.degree,no,yes,yes,telephone,jun,mon,464,1,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
37,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,271,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
32,technician,single,university.degree,no,yes,yes,cellular,aug,wed,93,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
29,management,single,university.degree,no,yes,no,cellular,may,fri,468,2,1,failure,-1.8,92.893,-46.2,1.313,5099.1
33,services,single,university.degree,no,yes,no,cellular,oct,mon,252,2,2,success,-1.1,94.601,-49.5,0.977,4963.6
57,housemaid,married,basic.4y,no,yes,no,telephone,jul,thu,381,3,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1
35,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,15,3,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,210,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
50,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,fri,82,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
49,management,married,university.degree,no,no,no,cellular,apr,thu,289,1,1,failure,-1.8,93.075,-47.1,1.41,5099.1
28,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,549,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
52,admin.,married,professional.course,no,yes,yes,cellular,jul,tue,139,2,1,success,-1.7,94.215,-40.3,0.893,4991.6
65,technician,married,professional.course,no,no,no,cellular,sep,thu,263,1,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6
26,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,77,3,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
56,blue-collar,divorced,basic.9y,no,yes,yes,cellular,jul,mon,123,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39,housemaid,married,basic.9y,no,yes,no,cellular,nov,fri,150,4,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
23,admin.,single,high.school,no,yes,no,cellular,jul,mon,34,3,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
32,admin.,single,university.degree,no,no,no,cellular,aug,thu,159,2,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
35,admin.,single,university.degree,no,yes,no,cellular,aug,thu,789,1,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2
50,management,married,university.degree,no,no,no,cellular,jul,thu,650,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
58,retired,divorced,university.degree,no,yes,no,telephone,may,mon,83,4,0,nonexistent,1.1,93.994,-36.4,4.858,5191
37,blue-collar,divorced,professional.course,no,yes,no,cellular,nov,thu,75,1,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
34,admin.,single,university.degree,no,no,no,cellular,nov,thu,169,1,2,success,-3.4,92.649,-30.1,0.714,5017.5
54,technician,married,professional.course,no,yes,no,telephone,may,wed,150,3,0,nonexistent,1.1,93.994,-36.4,4.858,5191
60,admin.,married,university.degree,no,no,no,cellular,aug,mon,133,1,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2
30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,219,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
34,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,234,1,1,failure,-1.8,93.075,-47.1,1.41,5099.1
30,blue-collar,married,high.school,no,yes,no,telephone,jun,mon,32,3,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
37,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,164,3,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
34,technician,married,high.school,no,no,no,cellular,may,mon,347,1,1,failure,-1.8,92.893,-46.2,1.299,5099.1
31,technician,married,basic.6y,no,yes,no,telephone,nov,thu,51,8,1,failure,-0.1,93.2,-42,4.076,5195.8
41,services,married,high.school,no,yes,no,cellular,may,wed,314,2,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
48,admin.,married,university.degree,no,no,no,cellular,nov,thu,298,2,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
21,student,single,high.school,no,no,no,cellular,oct,mon,328,1,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5
